id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status_joint,loan_status,pymnt_plan,dti,open_acc,total_acc,initial_list_status,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_amnt,application_type,annual_inc_joint,dti_joint,inter_rate
1068322,1302938,7000,7000,1,10.65,228.02,2,7,3,2,43680,1,6,1,5.38,7,11,1,0,7687.73,7000,687.73,0,0,4958.61,1,0,0,10
1065674,1299785,8200,8200,2,19.42,214.62,5,23,3,6,120000,2,6,1,2.8,5,6,1,0,11894.8952,8200,3694.9,0,0,4625.07,1,0,0,19
1068547,1303150,10500,10500,1,12.69,352.23,2,10,10,6,66000,3,6,1,20.73,8,26,1,0,11232.14,10500,732.14,0,0,4421.32,1,0,0,12
1068545,1303147,7000,7000,1,11.71,231.54,2,8,4,5,39120,1,6,1,21.01,8,26,1,0,7932.3,7000,932.3,0,0,4235.03,1,0,0,11
1068575,1303001,15300,15300,2,22.06,423.1,6,29,6,6,85000,3,2,1,20.58,14,27,1,4523.91,20295.8,10776.09,9519.71,0,0,423.1,1,0,0,22
1049528,1280928,20000,12800,2,11.71,282.86,2,8,4,2,47800,3,6,1,10.04,15,27,1,0,15161.27,12800,2361.27,0,0,9242.39,1,0,0,11
1068542,1303143,17500,17500,2,17.27,437.47,4,18,7,2,45000,1,1,1,21.31,13,26,1,0,10037.1,3077.85,3473.25,0,3486,437.47,1,0,0,17
1068350,1302971,3500,3500,1,6.03,106.53,1,1,10,2,83000,3,6,1,2.31,6,28,1,0,3834.66085,3500,334.66,0,0,107.86,1,0,0,6
1067874,1302235,6000,6000,2,12.69,135.57,2,10,1,6,81000,2,2,1,13.66,6,17,1,1527.6,6495.11,4472.4,2022.71,0,0,135.57,1,0,0,12
1068509,1302907,6200,6200,1,9.91,199.8,2,6,2,6,25000,1,1,1,20.64,7,12,1,0,2452.22,1700.79,493.16,0,258.27,199.8,1,0,0,9
1034693,1264291,16000,16000,2,17.58,402.65,4,19,7,6,65000,1,2,1,15.56,8,16,1,4415.97,19297.95,11584.03,7713.92,0,0,402.65,1,0,0,17
1068508,1302906,6000,6000,1,8.9,190.52,1,5,8,5,28800,1,6,1,13.17,11,13,1,0,6857.167486,6000,857.17,0,0,198.47,1,0,0,8
1066641,1300833,7200,7200,1,9.91,232.02,2,6,6,6,135000,1,6,1,6.12,7,18,1,0,8350.844344,7200,1150.84,0,0,240.64,1,0,0,9
1068315,1302930,9500,9500,1,8.9,301.66,1,5,7,2,50000,1,6,1,8.18,8,13,1,0,10493.71,9500,993.71,0,0,5378.43,1,0,0,8
1068309,1302924,18825,18825,2,16.77,465.53,4,17,10,6,38000,3,1,1,23.18,6,7,1,0,18218.25,8087.75,6786.71,0,3343.79,465.53,1,0,0,16
1068326,1302942,24000,24000,1,10.65,781.76,2,7,10,6,45000,3,6,1,14.8,5,9,1,0,28140.92936,24000,4140.93,0,0,791.58,1,0,0,10
1066767,1300950,6000,6000,1,13.49,203.59,3,11,10,6,80000,1,6,1,11.58,8,16,1,0,7326.009787,6000,1326.01,0,0,212.86,1,0,0,13
1068484,1302879,6000,6000,1,13.49,203.59,3,11,5,6,50000,1,6,1,15.38,6,7,1,0,7325.544153,6000,1325.54,0,0,214.39,1,0,0,13
1068292,1302706,2100,2100,1,12.42,70.18,2,9,10,2,30000,1,6,1,19.72,12,26,1,0,2552.485243,2100,422.49,30,0,72.44,1,0,0,12
1068273,1302680,5500,5500,1,6.62,168.88,1,2,8,2,110000,3,6,1,9.69,7,26,1,0,6077.875619,5500,577.88,0,0,178.58,1,0,0,6
1068274,1302681,11000,11000,1,6.62,337.75,1,2,8,5,45608,2,6,1,20.5,7,11,1,0,12156.85732,11000,1156.86,0,0,349.86,1,0,0,6
1068440,1302831,26800,26800,2,20.89,723.38,6,26,3,2,120000,3,6,1,12.15,13,18,1,0,32887.69,26800,6087.69,0,0,23499.05,1,0,0,20
1046456,1277297,8000,8000,1,12.69,268.36,2,10,5,2,35000,1,6,1,10.05,7,18,1,0,8999.1,8000,999.1,0,0,5514.5,1,0,0,12
1068012,1302365,10000,10000,1,18.25,362.78,4,20,1,6,75000,2,1,1,24.14,9,26,1,0,11730.6,8320.22,3145.08,36.24699818,229.06,200,1,0,0,18
1055725,1287293,8000,8000,1,11.71,264.61,2,8,9,2,35000,3,6,1,9.7,7,8,1,0,9434.776936,8000,1434.78,0,0,2295.56,1,0,0,11
1061814,1293438,10000,10000,1,8.9,317.54,1,5,6,6,24000,3,6,1,7,6,21,1,0,10868.92,10000,868.92,0,0,6743.26,1,0,0,8
1068232,1302622,12000,12000,1,11.71,396.92,2,8,2,2,126000,1,6,1,13.32,17,38,1,0,14182.29986,12000,2182.3,0,0,3074.04,1,0,0,11
1068405,1302785,10000,10000,1,7.9,312.91,1,4,1,6,43000,1,6,1,25.26,8,16,1,0,11264.00958,10000,1264.01,0,0,4.84,1,0,0,7
1068395,1302773,12000,12000,1,9.91,386.7,2,6,1,6,50000,1,6,1,16.44,11,25,1,0,13920.02507,12000,1920.03,0,0,392.03,1,0,0,9
1068202,1302588,25000,25000,2,13.49,575.12,3,11,10,2,67000,3,1,1,14.15,6,21,1,0,23880.65,13833.2,8008.11,28.76,2010.58,1179,1,0,0,13
1068006,1302360,19750,19750,1,10.65,643.33,2,7,4,6,45000,3,1,1,22.8,12,28,1,0,11930.65,8590.58,2698.78,0,641.29,787.01,1,0,0,10
1068075,1302430,10000,10000,1,9.91,322.25,2,6,3,6,31200,2,6,1,14.81,13,19,1,0,10904.24,10000,904.24,0,0,6912.69,1,0,0,9
1065642,1299748,13650,13650,1,12.42,456.12,2,9,4,6,66000,3,6,1,24.09,11,34,1,0,16011.18,13650,2361.18,0,0,5980.83,1,0,0,12
1068179,1302564,28000,11800,2,19.91,312.04,5,24,10,6,52000,3,1,1,20.7,10,16,1,0,12173.07,4281.54,4759.37,0,3132.16,312.04,1,0,0,19
1068158,1302728,18000,18000,1,7.9,563.23,1,4,10,6,56964,2,6,1,27.55,7,20,1,0,20275.33655,18000,2275.34,0,0,567.29,1,0,0,7
1068180,1302565,2500,2500,1,14.27,85.78,3,12,7,6,49500,2,6,1,10.33,7,20,1,0,2529.9,2500,29.9,0,0,2530.74,1,0,0,14
1065673,1299784,21000,21000,2,20.3,559.89,5,25,10,6,70000,3,6,1,23.21,17,25,1,0,27085.42,21000,6085.42,0,0,17029.75,1,0,0,20
1068159,1302729,35000,35000,1,8.9,1111.37,1,5,6,2,125000,3,6,1,22.71,8,32,1,0,40006.54992,35000,5006.55,0,0,1123.85,1,0,0,8
1068165,1302549,10000,10000,1,7.51,311.11,1,3,3,6,33000,1,6,1,9.75,9,19,1,0,11027.3,10000,1027.3,0,0,4190.34,1,0,0,7
1059689,1291305,7000,7000,1,12.69,234.82,2,10,1,6,30000,2,6,1,15.8,7,11,1,0,8452.256793,7000,1452.26,0,0,238.06,1,0,0,12
1066215,1300572,24000,24000,1,15.96,843.3,3,15,8,2,90000,2,1,1,9.17,9,23,1,0,5895.68,3813.57,2082.11,0,0,843.3,1,0,0,15
1063270,1295780,10625,10625,1,7.51,330.56,1,3,5,2,23000,1,6,1,18.89,9,21,1,0,11841.94071,10625,1216.94,0,0,2594.01,1,0,0,7
1067931,1302311,5000,5000,1,14.65,172.48,3,13,2,6,24000,2,6,1,18.3,5,9,1,0,5682.08,5000,682.08,0,0,3615.46,1,0,0,14
1067922,1302299,8850,8850,1,6.62,271.73,1,2,10,6,62000,2,6,1,17.71,7,19,1,0,9781.605755,8850,931.61,0,0,5.67,1,0,0,6
1067919,1302295,6375,6375,1,7.51,198.34,1,3,4,6,44000,2,6,1,4.8,7,11,1,0,6737.55,6375,362.55,0,0,2585.54,1,0,0,7
1068106,1302467,6000,6000,1,11.71,198.46,2,8,1,6,90000,1,6,1,2.97,10,23,1,0,7041.293751,6000,1041.29,0,0,2082.79,1,0,0,11
1068111,1302472,11100,11100,1,6.62,340.82,1,2,10,6,41000,3,1,1,29.85,8,18,1,0,8120.14,6516.79,976.85,0,626.5,340.82,1,0,0,6
1067655,1302044,10000,10000,2,12.69,225.95,2,10,2,2,56000,2,6,1,10.82,11,18,1,0,12727.42606,10000,2727.43,0,0,5526.53,1,0,0,12
1060662,1292431,6200,6200,1,6.03,188.71,1,1,5,2,26500,1,6,1,18.2,6,18,1,0,6793.070094,6200,593.07,0,0,1.83,1,0,0,6
1061304,1293317,15000,15000,1,18.64,547.12,5,21,1,6,54000,1,6,1,19.69,9,12,1,0,19401.71938,15000,4401.72,0,0,4641.23,1,0,0,18
1068095,1302453,4200,4200,1,11.71,138.92,2,8,2,6,53000,1,6,1,16.91,15,22,1,0,5000.46251,4200,800.46,0,0,141.26,1,0,0,11
1067182,1301537,14000,14000,1,14.27,480.33,3,12,4,6,52800,1,6,1,7.36,9,14,1,0,14487.95,14000,487.95,0,0,13531.87,1,0,0,14
822464,1030901,8875,8875,1,7.51,276.11,1,3,1,2,38000,1,6,1,23.53,13,27,1,0,9712.65,8875,837.65,0,0,4472.8,1,0,0,7
1063526,1296092,13500,13500,1,9.91,435.04,2,6,7,6,38000,3,6,1,12.38,3,7,1,0,15657.93938,13500,2157.94,0,0,307.62,1,0,0,9
1068091,1302450,12000,12000,1,9.91,386.7,2,6,2,6,42000,1,1,1,7.83,8,16,1,0,11234.49,9011.72,1807.88,0,414.89,386.7,1,0,0,9
1068090,1302449,16000,16000,2,19.91,423.11,5,24,4,6,55000,3,6,1,15.8,8,19,1,0,22277.26289,16000,6277.26,0,0,10869.79,1,0,0,19
1068082,1270159,21600,21600,2,19.42,565.32,5,23,8,2,60000,2,6,1,16.74,6,21,1,0,27580.75,21600,5980.75,0,0,17416.49,1,0,0,19
1068078,1302434,6000,6000,1,10.65,195.44,2,7,6,2,87000,1,6,1,12.86,12,22,1,0,6999.427407,6000,999.43,0,0,1335.92,1,0,0,10
1057633,1289398,8450,8450,2,16.77,208.97,4,17,5,5,25000,3,6,1,22.51,6,21,1,0,12188.56442,8450,3738.56,0,0,3239.35,1,0,0,16
1046204,1276836,20000,20000,2,13.49,460.1,3,11,1,6,82000,1,6,1,17.68,13,23,1,0,26397.31306,20000,6397.31,0,0,9848.46,1,0,0,13
1067794,1302151,10000,10000,1,11.71,330.76,2,8,8,6,60000,1,1,1,22.08,8,26,1,0,6002.23,4293.91,1388.86,0,319.46,62.38,1,0,0,11
1067816,1302174,12000,12000,1,16.29,423.61,4,16,5,2,80000,3,6,1,18.18,8,11,1,0,14946.56002,12000,2946.56,0,0,4368.56,1,0,0,16
1068018,1302371,13475,13475,2,13.49,309.99,3,11,10,6,25000,3,1,1,21.89,7,14,1,0,6198.89,3516.74,2682.15,0,0,28,1,0,0,13
1052996,1284571,7200,7200,1,12.42,240.59,2,9,5,6,48000,1,6,1,17.43,7,10,1,0,8677.15634,7200,1462.16,15,0,19.26,1,0,0,12
1067818,1247741,5600,5600,1,14.65,193.17,3,13,1,2,85000,1,1,1,12.24,8,31,1,0,1350.86,905.39,445.47,0,0,193.17,1,0,0,14
1064842,1298688,12000,12000,1,14.27,411.71,3,12,1,6,57000,3,6,1,10.86,7,11,1,0,14396.58,12000,2396.58,0,0,5359.38,1,0,0,14
1067109,1301487,8500,8500,1,6.03,258.71,1,1,2,6,25000,1,6,1,1.73,6,18,1,0,9074.73,8500,574.73,0,0,4936.27,1,0,0,6
1067971,1302322,8000,8000,1,9.91,257.8,2,6,2,6,34000,2,6,1,18.28,6,7,1,0,9279.812752,8000,1279.81,0,0,262.31,1,0,0,9
1057518,1289083,8000,8000,1,12.42,267.33,2,9,10,6,40000,1,6,1,15,10,11,1,0,9622.78032,8000,1622.78,0,0,269.73,1,0,0,12
1067473,1301868,16000,16000,2,15.27,382.92,3,14,10,6,42656.4,2,6,1,17.44,4,17,1,0,22394.08,16000,6394.08,0,0,199.56,1,0,0,15
1062177,1294027,15000,15000,1,17.27,536.81,4,18,2,2,44400,2,6,1,3.59,6,16,1,0,17991.53,15000,2991.53,0,0,9412.4,1,0,0,17
1067447,1301839,10000,10000,1,9.91,322.25,2,6,2,5,30000,1,6,1,11.24,8,30,1,0,11386.43022,10000,1386.43,0,0,369.43,1,0,0,9
